source,original_id,image_ref,description,tech_id,has_image,Anmerkung
coinarchives,2277035,https://media.coinarchives.com/0b04a2afb4b32efb47f6f15a07816da8/img/macho/031/image01030.jpg,"Macho & Chlapovič - Auction 31, Lot 1030",boier_roseldorf_2,True,
coinarchives,2277036,https://media.coinarchives.com/24e826a31e0c906f6ae218c8238c9802/img/macho/031/image01031.jpg,"Macho & Chlapovič - Auction 31, Lot 1031",boier_roseldorf_2,True,
coinarchives,2277037,https://media.coinarchives.com/f3190c44d8da14edcfae1e993ae34dad/img/macho/031/image01032.jpg,"Macho & Chlapovič - Auction 31, Lot 1032",boier_roseldorf_2,True,
coinarchives,2277040,https://media.coinarchives.com/c70e1bd133aaef05c8bc9ab712ceb930/img/macho/031/image01035.jpg,"Macho & Chlapovič - Auction 31, Lot 1035",boier_roseldorf_2,True,
coinarchives,2362986,https://media.coinarchives.com/29c6c0d4028e238a87b5e2f01f1f0d63/img/macho/033/image00472.jpg,"Macho & Chlapovič - Auction 33 eLive, Lot 472",boier_roseldorf_2,True,
coinarchives,2362987,https://media.coinarchives.com/d3cc7b039586f7f5a323cc731c308f2b/img/macho/033/image00473.jpg,"Macho & Chlapovič - Auction 33 eLive, Lot 473",boier_roseldorf_2,True,
coinarchives,2362988,https://media.coinarchives.com/2c60a850b31d60bd98f68a90be75a8f9/img/macho/033/image00474.jpg,"Macho & Chlapovič - Auction 33 eLive, Lot 474",boier_roseldorf_2,True,
coinarchives,2362989,https://media.coinarchives.com/ddf88acc53bec21a819b520dface018d/img/macho/033/image00475.jpg,"Macho & Chlapovič - Auction 33 eLive, Lot 475",boier_roseldorf_2,True,
coinarchives,2362990,https://media.coinarchives.com/6b6d4f930ae3408f9ddae572028cb1fb/img/macho/033/image00476.jpg,"Macho & Chlapovič - Auction 33 eLive, Lot 476",boier_roseldorf_2,True,
coinarchives,2362991,https://media.coinarchives.com/1ca484268e8eed372287e81559432ff9/img/macho/033/image00477.jpg,"Macho & Chlapovič - Auction 33 eLive, Lot 477",boier_roseldorf_2,True,
coinarchives,2362992,https://media.coinarchives.com/e85816794c4dfda3a9298ba270990cfb/img/macho/033/image00478.jpg,"Macho & Chlapovič - Auction 33 eLive, Lot 478",boier_roseldorf_2,True,
coinarchives,2362993,https://media.coinarchives.com/807347e70c34becf054112796f105ab9/img/macho/033/image00479.jpg,"Macho & Chlapovič - Auction 33 eLive, Lot 479",boier_roseldorf_2,True,
coinarchives,2444058,https://media.coinarchives.com/b48baff70a47e82f4222c314dcf2dc4b/img/macho/034/image01045.jpg,"Macho & Chlapovič - Auction 34, Lot 1045",boier_roseldorf_2,True,
coinarchives,2444059,https://media.coinarchives.com/c9c160b17c48e45dddde4850479e2298/img/macho/034/image01046.jpg,"Macho & Chlapovič - Auction 34, Lot 1046",boier_roseldorf_2,True,
coinarchives,2444060,https://media.coinarchives.com/12af5481974f60a993a4a44af0d6289b/img/macho/034/image01047.jpg,"Macho & Chlapovič - Auction 34, Lot 1047",boier_roseldorf_2,True,
coinarchives,2444062,https://media.coinarchives.com/8d96875f2e881584db3437e446b8ff9f/img/macho/034/image01049.jpg,"Macho & Chlapovič - Auction 34, Lot 1049",boier_roseldorf_2,True,
coinarchives,2444063,https://media.coinarchives.com/a41a6f085e67544003da2e66e64309a2/img/macho/034/image01050.jpg,"Macho & Chlapovič - Auction 34, Lot 1050",boier_roseldorf_2,True,
coinarchives,2444065,https://media.coinarchives.com/964c544ded1c13dfda74648719a608e7/img/macho/034/image01052.jpg,"Macho & Chlapovič - Auction 34, Lot 1052",boier_roseldorf_2,True,
coinarchives,2444066,https://media.coinarchives.com/314243372b6696ff77aaee57b46c2212/img/macho/034/image01053.jpg,"Macho & Chlapovič - Auction 34, Lot 1053",boier_roseldorf_2,True,
coinarchives,2444067,https://media.coinarchives.com/8b00bf5b09a89b1dd828d6d8fb742cdb/img/macho/034/image01054.jpg,"Macho & Chlapovič - Auction 34, Lot 1054",boier_roseldorf_2,True,
coinarchives,2543745,https://media.coinarchives.com/f44eabd1e20955b873836a88622a5231/img/macho/036/image02074.jpg,"Macho & Chlapovič - Auction 36, Lot 2074",boier_roseldorf_2,True,
coinarchives,2543749,https://media.coinarchives.com/16df303a729612840de25bf538f119d3/img/macho/036/image02078.jpg,"Macho & Chlapovič - Auction 36, Lot 2078",boier_roseldorf_2,True,
coinarchives,2543750,https://media.coinarchives.com/81780fd1e7e7b958c4c6b4464b67536c/img/macho/036/image02079.jpg,"Macho & Chlapovič - Auction 36, Lot 2079",boier_roseldorf_2,True,
coinarchives,2543751,https://media.coinarchives.com/a23dceefae2c29fb151c0659d7e7d649/img/macho/036/image02080.jpg,"Macho & Chlapovič - Auction 36, Lot 2080",boier_roseldorf_2,True,
coinarchives,2543752,https://media.coinarchives.com/fe2c562fbdb6ba768c2ebf651016f2f1/img/macho/036/image02081.jpg,"Macho & Chlapovič - Auction 36, Lot 2081",boier_roseldorf_2,True,
coinarchives,2543753,https://media.coinarchives.com/65d8c8b357f608240f79c456644e5e23/img/macho/036/image02082.jpg,"Macho & Chlapovič - Auction 36, Lot 2082",boier_roseldorf_2,True,
coinarchives,2543754,https://media.coinarchives.com/7b5dfc1026bc07801210f210cbd133c8/img/macho/036/image02083.jpg,"Macho & Chlapovič - Auction 36, Lot 2083",boier_roseldorf_2,True,
coinarchives,2543755,https://media.coinarchives.com/47f498dbb628fbbf331785b58ed7f821/img/macho/036/image02084.jpg,"Macho & Chlapovič - Auction 36, Lot 2084",boier_roseldorf_2,True,
coinarchives,2543756,https://media.coinarchives.com/032175454d84f152f79658c7050a3b7e/img/macho/036/image02085.jpg,"Macho & Chlapovič - Auction 36, Lot 2085",boier_roseldorf_2,True,
coinarchives,2543757,https://media.coinarchives.com/5fb8aea7e22dd87c71d30380092bca87/img/macho/036/image02086.jpg,"Macho & Chlapovič - Auction 36, Lot 2086",boier_roseldorf_2,True,
coinarchives,2543758,https://media.coinarchives.com/2b1b450e4967222a5a8f0d0501d4fdbf/img/macho/036/image02087.jpg,"Macho & Chlapovič - Auction 36, Lot 2087",boier_roseldorf_2,True,
coinarchives,2543759,https://media.coinarchives.com/bc3d160dde0f5ad6bc503379938e053e/img/macho/036/image02088.jpg,"Macho & Chlapovič - Auction 36, Lot 2088",boier_roseldorf_2,True,
coinarchives,2543760,https://media.coinarchives.com/f6541bbd8f3d2dc2393cc0c79c5e7559/img/macho/036/image02089.jpg,"Macho & Chlapovič - Auction 36, Lot 2089",boier_roseldorf_2,True,
coinarchives,2543761,https://media.coinarchives.com/ee10e6d215bc9409e0cc6338006f5656/img/macho/036/image02090.jpg,"Macho & Chlapovič - Auction 36, Lot 2090",boier_roseldorf_2,True,
coinarchives,2543762,https://media.coinarchives.com/3526ae34a1daa644b78a7da9dd4da20c/img/macho/036/image02091.jpg,"Macho & Chlapovič - Auction 36, Lot 2091",boier_roseldorf_2,True,
coinarchives,2543763,https://media.coinarchives.com/150aa89685f1e669b12d861e4ede7f09/img/macho/036/image02092.jpg,"Macho & Chlapovič - Auction 36, Lot 2092",boier_roseldorf_2,True,
coinarchives,2543764,https://media.coinarchives.com/c72be3bf87f532fe65d20b11cb3a855f/img/macho/036/image02093.jpg,"Macho & Chlapovič - Auction 36, Lot 2093",boier_roseldorf_2,True,
coinarchives,2543770,https://media.coinarchives.com/d61ad0940e82cc820aa9997c5998f713/img/macho/036/image02099.jpg,"Macho & Chlapovič - Auction 36, Lot 2099",boier_roseldorf_2,True,
coinarchives,2543771,https://media.coinarchives.com/bc68ea51c1964ce8d5ba9248fce46195/img/macho/036/image02100.jpg,"Macho & Chlapovič - Auction 36, Lot 2100",boier_roseldorf_2,True,
coinarchives,2545995,https://media.coinarchives.com/37a57a2bedc8e453e8374bd827b7539e/img/auctionesgmbh/087/image00080.jpg,"Auctiones GmbH - eAuction 87, Lot 80",boier_roseldorf_2,True,
coinarchives,2545996,https://media.coinarchives.com/1efc6c1c0f35898cb42fa49f0dbe117a/img/auctionesgmbh/087/image00081.jpg,"Auctiones GmbH - eAuction 87, Lot 81",boier_roseldorf_2,True,
occ,5367,,Roseldorf III,boier_roseldorf_3,False,
occ,5513,,Roseldorf III,boier_roseldorf_3,False,
numismatik_cafe,NumCafe-10,NumCafe-10.jpg,"Roseldorf III, Variante 1",boier_roseldorf_3,False,
numismatik_cafe,NumCafe-11,NumCafe-11.jpg,"Roseldorf III, Variante 2",boier_roseldorf_3,False,
numismatik_cafe,NumCafe-12,NumCafe-12.jpg,"Roseldorf III, Variante 3",boier_roseldorf_3,False,
numismatik_cafe,NumCafe-13,NumCafe-13.jpg,"Roseldorf III, Variante 4",boier_roseldorf_3,False,
numismatik_cafe,NumCafe-14,NumCafe-14.jpg,"Roseldorf III, Variante 5",boier_roseldorf_3,False,
numismatik_cafe,NumCafe-8,NumCafe-8.jpg,Roseldorf 3,boier_roseldorf_3,False,
kuenker,manual_039,https://kuenker.s3.eu-central-1.amazonaws.com/images/auction/00125/00007q00.jpg,AR Obol Roseldorf III Unediert 0.45g (Dembski - Flesche -),boier_roseldorf_3,True,
kuenker,manual_040,https://kuenker.s3.eu-central-1.amazonaws.com/images/auction/05088/153155q00.jpg,AR Obol Roseldorf III Hirsch Übergangsstück 0.71g (Flesche 469),boier_roseldorf_3,True,
kuenker,manual_042,https://kuenker.s3.eu-central-1.amazonaws.com/images/auction/00122/06480q00.jpg,AR Obol Roseldorf III Flesche 470 (dies Exemplar),boier_roseldorf_3,True,
coinarchives,149776,https://media.coinarchives.com/c5270a63585bca82fd70ae8eb2665368/img/lanz/128/image00020.jpg,"Numismatik Lanz München - Auction 128, Lot 20",boier_roseldorf_3,True,
coinarchives,643650,https://media.coinarchives.com/a1b5c6a0d13de0e7c4f658ab43ea11b8/img/gorny/220/image01022.jpg,"KELTEN BÃ–HMEN UND SLOWAKEI BOIER Typ Roseldorf Viertelquinar (0,29g). Vs.: Buckel mit Wurmfortsatz. Rs.: Linkshin laufender Hirsch. In den Feldern Punkte. G.Dembski, MÃ–NG 31, 1991, Heft 1, Nr.3. Flesche 469. RR! Tönung, vz Erworben bei Rauch 1993. Estimate: 100 EUR...",boier_roseldorf_3,True,
coinarchives,1007937,https://media.coinarchives.com/98c1b9972658befb0875e36b27e487eb/img/leu_winterthur/e1/image00071.jpg,"CELTIC, Central Europe. Noricum (East). 1st century BC. 1/4 Quinar (Silver, 9 mm, 0.42 g), 'Roseldorf III' Type. Male head to left. Rev. Horned animal standing left",boier_roseldorf_3,True,
coinarchives,2444071,https://media.coinarchives.com/815336133d60cd042accb23b28950144/img/macho/034/image01058.jpg,"Macho & Chlapovič - Auction 34, Lot 1058",boier_roseldorf_3,True,
coinarchives,manual_005,https://www.coinarchives.com/a/lotviewer.php?LotID=2672892&AucID=6849&Lot=324&Val=43fb2397478d965d4e35f04dd66ccacd,Roseldorf III,boier_roseldorf_3,True,
coinarchives,manual_006,https://media.coinarchives.com/3474cf111267ea6e485b517bac64382d/img/hdrauch/121/image00325.jpg,Roseldorf III,boier_roseldorf_3,True,
acsearch,manual_172,https://media.acsearch.info/archive/93/5669/5804737.m.jpg,"Boier Obol Roseldorf III, 0.30g, Lanz 105 (Original), Motiv: Hirsch mit 3 Punkten",boier_roseldorf_3,True,
acsearch,manual_243,https://media.acsearch.info/archive/17/15120/15507268.m.jpg,"Boier Kleinsilber Roseldorf III (Stier/gehörntes Pferd), 0.38g, fss/ss, HD Rauch 112/324",boier_roseldorf_3,True,
acsearch,manual_244,https://media.acsearch.info/archive/17/15120/15507269.m.jpg,"Boier Kleinsilber Roseldorf III (Stier), 0.37g, Buckel-Avers, sch/ss, HD Rauch 112/325",boier_roseldorf_3,True,
acsearch,manual_245,https://media.acsearch.info/archive/45/14963/15354667.m.jpg,"Boier Obol Roseldorf III, 0.40g, EF, Cf. Kostur & Gaspar 163, Naumann 158/4",boier_roseldorf_3,True,
acsearch,manual_246,https://media.acsearch.info/archive/45/14746/15149512.m.jpg,"Boier Obol Roseldorf III (Horned animal), 0.38g, gVF, Dembski 771, Flesche 469, Naumann 157/8",boier_roseldorf_3,True,
acsearch,manual_247,https://media.acsearch.info/archive/65/13974/14422229.m.jpg,"Bojové, Obol Roseldorf III, 0.42g, about UNC, zbytky ražebního lesku, Ručka 467, Macho & Chlapovič 36/1027",boier_roseldorf_3,True,
acsearch,manual_249,https://media.acsearch.info/archive/65/13074/13516670.m.jpg,"Bojové, Obol Roseldorf III, 0.38g, oEF/oEF, Kostur – Gášpár 163.1, Macho & Chlapovič 34 e-live/1058",boier_roseldorf_3,True,
acsearch,manual_250,https://media.acsearch.info/archive/45/9030/9295092.m.jpg,"Boier Obol Roseldorf III, 0.38g, VF, Dembski 771, Flesche 469, Naumann 115/57",boier_roseldorf_3,True,
acsearch,manual_251,https://media.acsearch.info/archive/45/6894/7134054.m.jpg,"Boier Obol Roseldorf III, 0.60g (ungewöhnlich schwer), VF, Dembski 771, Naumann 90/18",boier_roseldorf_3,True,
acsearch,manual_252,https://media.acsearch.info/archive/93/5669/5804737.m.jpg,"Boier Obol Roseldorf III, 0.30g, EF, Ex Sammlung Lanz (Kostial 105), Roma 17/46",boier_roseldorf_3,True,
acsearch,manual_254,https://media.acsearch.info/archive/17/5339/5443344.m.jpg,"Boier Obol Roseldorf III (Stier), 0.44g, Buckel-Avers, Winkelspitz im Rv, s.sch., Rauch 107/6",boier_roseldorf_3,True,
acsearch,manual_255,https://media.acsearch.info/archive/184/4068/4107254.m.jpg,"Noricum/Boier 1/4 Quinar Roseldorf III, 0.42g, gVF, Revers mit Bogen/Winkelspitz, Leu Web 1/17",boier_roseldorf_3,True,
acsearch,manual_257,https://media.acsearch.info/archive/79/2300/2343956.m.jpg,"Boier Obol Roseldorf III (Horned bull), 0.39g, gVF, finest known, Berlin Collection, Nomos Obolos 1/95",boier_roseldorf_3,True,
acsearch,manual_259,https://media.acsearch.info/archive/17/1964/1907983.m.jpg,"Boier Obol Roseldorf III (Stier), 0.28g (sehr leicht), Avers bildlos, s.sch., Rauch 94/61",boier_roseldorf_3,True,
acsearch,manual_264,https://media.acsearch.info/archive/104/751/499903.m.jpg,"Boier Kleinsilber Roseldorf III (Hirsch), 0.39g, sehr schön, Sammlung Erich Karl, Slg. Lanz 105, UBS 77/436",boier_roseldorf_3,True,
acsearch,manual_265,https://media.acsearch.info/archive/48/654/413624.m.jpg,"Boier Kleinsilber Roseldorf III (Hirsch), 0.34g, ss, unregelmäßiger Schrötling, Slg. Lanz 105, Grün 48/56",boier_roseldorf_3,True,
NumisBids,manual_084,https://media.numisbids.com/sales/hosted/gruen/065/image00051.jpg,AR Kleinsilber Typ Karlstein 0.41g (Slg. Lanz 319 Lot 51),norisch_karlstein,True,
NumisBids,manual_148,https://media.numisbids.com/sales/hosted/roma/017/image00091.jpg,"Noricum AR Obol, Karlsteiner Art, 0.64g, Slg. Lanz 319, Kostial",norisch_karlstein,True,
ma_shops,manual_127,https://img.ma-shops.de/saenn/pic/59994_05449r00_c.jpg,"Ostkelten Donaukelten Kleinsilber Typ Karlstein, 0.31g, ss",norisch_karlstein,True,
kuenker,manual_056,https://kuenker.s3.eu-central-1.amazonaws.com/images/auction/05066/291731q00.jpg,AR Obol Typ Karlstein 0.73g (besseres Bild Ex Terletzki),norisch_karlstein,True,
coinarchives,156818,https://media.coinarchives.com/848690aaf4a84134b4e890907b43bc25/img/gorny/152/image01024.jpg,"KELTEN NORICUM Ostnoricum Objekt-Nr.: 1024 Karlsteiner Art Kleinsilber (0,38 g.), Vs.: Unregelmäßiger Buckel. Rs.: Stilisiertes Pferd n. l. Dembski 945ff.",norisch_karlstein,True,
coinarchives,156819,https://media.coinarchives.com/91ee58c058151bc6483fa9be2f370f1c/img/gorny/152/image01025.jpg,"KELTEN NORICUM Ostnoricum Objekt-Nr.: 1025 Karlsteiner Art Kleinsilber (0,33 g.), Vs.: Unregelmäßiger Buckel. Rs.: Stilisiertes Pferd n. l. Dembski 945ff.",norisch_karlstein,True,
coinarchives,156820,https://media.coinarchives.com/3c6d9cc8e062749e253ca298678eac68/img/gorny/152/image01026.jpg,"KELTEN NORICUM Ostnoricum Objekt-Nr.: 1026 Karlsteiner Art Kleinsilber (0,43 g.), Vs.: Unregelmäßiger Buckel. Rs.: Stilisiertes Pferd n. l. Dembski 945ff.",norisch_karlstein,True,
coinarchives,156821,https://media.coinarchives.com/029604f1c4a923d6391d3df6988a2d9a/img/gorny/152/image01027.jpg,"KELTEN NORICUM Ostnoricum Objekt-Nr.: 1027 Karlsteiner Art Kleinsilber (0,39 g.), Vs.: Unregelmäßiger Buckel. Rs.: Stilisiertes Pferd n. l. Dembski 945ff.",norisch_karlstein,True,
coinarchives,156822,https://media.coinarchives.com/668d5496e849148ccdfab8a236765e5e/img/gorny/152/image01028.jpg,"KELTEN NORICUM Ostnoricum Objekt-Nr.: 1028 Karlsteiner Art Kleinsilber (0,23 g.), Vs.: Unregelmäßiger Buckel. Rs.: Stilisiertes Kugelpferd n. r. Dembski - ",norisch_karlstein,True,
coinarchives,338062,https://media.coinarchives.com/02960200bb6e1b772980372cdff5ecf5/img/baldwin/nyc23/image00083.jpg,"CELTIC COINS THE ALPS AND EASTERN EUROPE NORICUM Lot. Obols, type ""Karlstein"". AR 0.67 g. Circular raised area. Rev. Horse prancing l., above and below, pellet. Göbl, Nor. 93, 946. Kostial, Lanz 66, 301ss. Dembski pl. 52, 948. Toned. Extremely fine (2) Both coins share the same obv. die. Estimate: 350 USD...",norisch_karlstein,True,
bidinside,manual_055,https://fruehwald.bidinside.com/en/lot/12980/ar-obol-2-1-jh-v-chr-kelten-noricum-/,AR Obol Typ Karlstein Buckel 0.72g (Künker 295 Lot 42),norisch_karlstein,True,
acsearch,manual_273,https://media.acsearch.info/archive/45/14746/15149517.m.jpg,"Norikum Obol Karlsteiner Art, 0.55g, 8mm, VF, Pferd nach links, Lanz 299ff, Naumann 157/13",norisch_karlstein,True,
acsearch,manual_274,https://media.acsearch.info/archive/45/14746/15149518.m.jpg,"Norikum Obol Karlsteiner Art, 0.40g, 10mm, VF, Pferd nach links, Lanz 299ff, Naumann 157/14",norisch_karlstein,True,
acsearch,manual_275,https://media.acsearch.info/archive/17/14291/14702502.m.jpg,"Norikum Obol Typ Karlstein, 0.70g (schwer), Buckel/Pferd nl, Göbl Tf 46 JJ, Paulsen 655-657, Rauch 120/9",norisch_karlstein,True,
acsearch,manual_278,https://media.acsearch.info/archive/17/13881/14328141.m.jpg,"Norikum Obol Typ Karlstein, 0.65g, Buckel/Pferd, Göbl Tf 46 JJ, Paulsen 652-657, Rauch E-46/10",norisch_karlstein,True,
acsearch,manual_285,https://media.acsearch.info/archive/45/12262/12653181.m.jpg,"Norikum Obol Karlsteiner Art, 0.60g, 10mm, VF, Pferd nach links, Plate Coin Lanz 325, Naumann 140/29",norisch_karlstein,True,
acsearch,manual_287,https://media.acsearch.info/archive/17/12092/12455247.m.jpg,"Ostnoriker Obol Typ Karlstein, 0.36g, flacher Buckel/Pferd, korrodiert, s.sch., Dembski 946-949, Rauch E-43/9",norisch_karlstein,True,
acsearch,manual_304,https://media.acsearch.info/archive/17/7079/7298603.m.jpg,"Norikum Obol Typ Karlstein, 0.63g, s.sch., Hornsilberauflagen, Buckel/Pferd, Göbl Tf 46 JJ, Rauch E-35/4",norisch_karlstein,True,
acsearch,manual_305,https://media.acsearch.info/archive/93/6344/6538711.m.jpg,"Norikum Obol Karlsteiner Art, 0.44g, 7mm, nVF, Plate Coin Lanz 308 (Kostial), Ex Sammlung Lanz, Roma E-64/12",norisch_karlstein,True,
acsearch,manual_306,https://media.acsearch.info/archive/93/6344/6538712.m.jpg,"Norikum Obol Karlsteiner Art, 0.54g, 8mm, VF, Plate Coin Lanz 318 (Kostial), Ex Sammlung Lanz, Roma E-64/13",norisch_karlstein,True,
acsearch,manual_307,https://media.acsearch.info/archive/93/6344/6538713.m.jpg,"Norikum Obol Karlsteiner Art, 0.40g, 9mm, nVF, Schrötlingsriss, Plate Coin Lanz 328 (Kostial), Roma E-64/14",norisch_karlstein,True,
acsearch,manual_308,https://media.acsearch.info/archive/93/6344/6538714.m.jpg,"Norikum Obol Karlsteiner Art, 0.47g, 8mm, gF, Plate Coin Lanz 338 (Kostial), Ex Sammlung Lanz, Roma E-64/15",norisch_karlstein,True,
occ,5383,,Magdalensberg,norisch_magdalensberg,False,
occ,5384,,Magdalensberg,norisch_magdalensberg,False,
occ,5461,,Magdalensberg,norisch_magdalensberg,False,
occ,5575,,Magdalensberg,norisch_magdalensberg,False,
occ,5576,,Magdalensberg,norisch_magdalensberg,False,
occ,5577,,Magdalensberg,norisch_magdalensberg,False,
occ,5578,,Magdalensberg,norisch_magdalensberg,False,
occ,5579,,Magdalensberg,norisch_magdalensberg,False,
occ,5580,,Magdalensberg,norisch_magdalensberg,False,
occ,5594,,Magdalensberg,norisch_magdalensberg,False,
occ,5609,,Magdalensberg,norisch_magdalensberg,False,
occ,5610,,Magdalensberg,norisch_magdalensberg,False,
occ,5878,,Magdalensberg,norisch_magdalensberg,False,
coinarchives,156823,https://media.coinarchives.com/63438edf4be0b42e1f86d05b48cff289/img/gorny/152/image01029.jpg,"KELTEN NORICUM Norisches Kleinsilber Objekt-Nr.: 1029 Typ Gurina (Magdalensberg) Kleinsilber (0,51 g.), Vs.: Glatter Buckel. Rs.: Kreuz mit Winkeln in den Zwickeln. Slg. Lanz 241ff.",norisch_magdalensberg,True,
source,original_id,image_ref,description,tech_id,has_image,
coinarchives,62633,https://media.coinarchives.com/9a4e608f9df417752d8518a9a044d423/img/peus/376/image00087.jpg,"KELTISCHE MÃœNZEN (CELTIC COINS) -Rhein- und Donaukelten -Rhein- und Donaukelten 87. Kleinsilbermuenze. Kopf / Pferd. Kellner, Manching Tf. 14, 323. 0.30 g. Selten Vorzueglich Ex Auktion Aufhäuser 6, 1989, 11. Schätzung (estimation): 450,-- EUR ...",vind_manching,True,
coinarchives,338048,https://media.coinarchives.com/a83c6748b391deff749415c5ae602d04/img/baldwin/nyc23/image00069.jpg,"CELTIC COINS THE RHINELAND AND SOUTHERN GERMANY SOUTH GERMANY Manching. Fractional silver unit, 1st c. B.C. AR 0.43 g. Head l. Rev. Horse prancing l., above, four pellets, below, spur. Dembski 470. Kostial, Lanz 27, 20. Kellner, Manching pl. 14, 343. Rare. Nicely toned. Extremely fine Estimate: 900 USD...",vind_manching,True,
coinarchives,338049,https://media.coinarchives.com/3b84e4eb0a4331c8ac0a23640cfdab39/img/baldwin/nyc23/image00070.jpg,"CELTIC COINS THE RHINELAND AND SOUTHERN GERMANY SOUTH GERMANY Manching. Fractional silver unit, 1st c. B.C. AR 0.43 g. Head l. Rev. Horse prancing l., above, four pellets, below, spur. Dembski 470. Kostial, Lanz 27, 20. Kellner, Manching pl. 14, 343. Rare. Nicely toned. Extremely fine Ex Numismatik Lanz, Munich sale 50 (1989), 25. Estimate: 700 USD...",vind_manching,True,
coinarchives,338050,https://media.coinarchives.com/c8673a698dfd4acfdb64afe0d376b015/img/baldwin/nyc23/image00071.jpg,"CELTIC COINS THE RHINELAND AND SOUTHERN GERMANY SOUTH GERMANY Lot. Manching. Fractional silver units, 1st c. B.C. AR 0.39 g. / 0.31 g. Head l. Rev. Horse prancing l., above, four pellets, below, spur. Dembski 470. Kostial, Lanz 27, 20. Kellner, Manching pl. 14, 343. Rare. Nicely toned. Extremely fine (2) Estimate: 350 USD...",vind_manching,True,
coinarchives,347247,https://media.coinarchives.com/d3edce0acfb1d29d51824fc92e62af56/img/hirsch/266/image01503.jpg,"Kelten Sueddeutschland VINDELICI. Kleine Silbermuenze. Stark stilisierter Kopf mit Borsten und Punkten. Rs: Pferd l., darunter Dreispitz. Castelin -. Kellner Man. 339 (Typ 2). 0,44g. Kl. Randausbruch. Schöne dunkle Tönung. vz Ex Slg. E. Karl. Ex GM 89 Los Nr. 13. Estimate: 80 EUR ...",vind_manching,True,
coinarchives,615182,https://media.coinarchives.com/365a50024fb4d72edc78d32401758eda/img/pecunem/010/image00013.jpg,"CENTRAL EUROPE. Vindelici. 1/4 Quinar (1st century BC). ""Manching"" type. Obv: Stylized male head left. Rev: Horse advancing left",vind_manching,True,
coinarchives,925721,https://media.coinarchives.com/850312df4d9d55fcafc7e7a6db6c78c2/img/gorny/241/image01037.jpg,"Gorny & Mosch Giessener Münzhandlung - Auction 241, Lot 1037",vind_manching,True,
coinarchives,994857,https://media.coinarchives.com/a6db58e1fd67561d2c9ae25a2a9336f1/img/naumann/044/image00004.jpg,CENTRAL EUROPE. Germany. Vindelici. 1/4 Quinarius (Circa 1st century BC). Obv: Stylized male head left. Rev: Stylized horse advancing left,vind_manching,True,
coinarchives,1242951,https://media.coinarchives.com/b8a05a064721193a07f7c76c7310764f/img/muenzzentrum/177/image00020.jpg,"KELTEN GERMANIEN VINDELIKER in Bayern ""1/4 Quinar"" 0,41g, Oppidum ""Manching"". Kopf m. Hals-Punktbogen, n.l. / Pferd n.l.",vind_manching,True,
coinarchives,1242952,https://media.coinarchives.com/b99c5538e05a84e9788b7edfc9ebef2e/img/muenzzentrum/177/image00021.jpg,"Münzzentrum Rheinland - Auction 177, Lot 21",vind_manching,True,
coinarchives,1243599,https://media.coinarchives.com/fd7cda8642a55b185af07d3b55bd6545/img/muenzzentrum/179/image00020.jpg,"KELTEN GERMANIEN VINDELIKER in Bayern ""1/4 Quinar"" 0,41g, Oppidum ""Manching"". Kopf m. 8-strähn. Schopf m. Scheitelpunkt n.l. / Pferd läuft n.l.",vind_manching,True,
coinarchives,1361017,https://media.coinarchives.com/9f956168825725d54f78752e8082022f/img/kunker/312/image01944.jpg,"MITTELKELTEN: GERMANIA. SÃœDDEUTSCHLAND. AR-1/4 Quinar, Typ Kleinsilber Manching-Stachelhaar, letztes Drittel 2. Jahrhundert v. Chr.",vind_manching,True,
coinarchives,1361021,https://media.coinarchives.com/de55b580487cdb961cca563330f19d3e/img/kunker/312/image01948.jpg,"Fritz Rudolf Künker GmbH & Co. KG - Auction 312, Lot 1948",vind_manching,True,
coinarchives,1573994,https://media.coinarchives.com/295e08265e1c479d55cd73f661619aa5/img/macho/020/image02083.jpg,"Southern Germany, Celts Obol (2nd/1st century BC). Manching type Traces of corrosion. Broken off. SÃ¼d-Deutschland, Kelten Obol (2./1. Jh. v. Chr.). Typ Manching Korrosionsspuren. Abgespaltet. JiÅ¾nÃ­ NÄ›mecko, Kelti Obol (2./1. stol. pÅ™. Kr.). Typ Manching Stopy koroze. OlÃ¡manÃ½. 0,43 g, 9 mm, Ag, About EF / About EF Estimate: 10 EUR...",vind_manching,True,
coinarchives,2278074,https://media.coinarchives.com/32a511975f1adf7d3336fa13a7d80d57/img/muenzzentrum/200/image00026.jpg,"Münzzentrum Rheinland - Auction 200, Lot 26",vind_manching,True,
y,469256,https://media.coinarchives.com/a11983a572c53084dd349094594c683d/img/hirsch/279-280/image04016.jpg,"Muenzen und Medaillen Muenzen der Antike Kelten Sueddeutschland VINDELICI. Kleine Silbermuenze. Stark stilisierter Kopf mit Borstenhaaren und Punkten. Rs: Pferd l., darunter Dreispitz. Kellner Man. 322 (Typ 1). 0,38g. Vs. min. dez. Schöne dunkle Tönung. ss FO: Manching. Erworben bei M. Höllersberger, Muenchen auf der Nuernberger Muenzbörse am 18.10.1987. Estimate: 100 EUR...",vind_manching,True,
search_angela,manual_365,https://img.ma-shops.de/saenn/pic/47495_01025r00_c.jpg,"Typ Manching 1 Vs: Kopf mit Stachelhaaren und spitzer Nase in Perlkreis Rs.: Nach links springendes Pferd, darüber drei Punkte, darunter Sporn",vind_manching,True,
occ,6015,,Stachelhaar a,vind_manching,False,
occ,6020,,Stachelhaar a,vind_manching,False,
occ,6022,,Stachelhaar a,vind_manching,False,
